id,name,dynasty,poem_count,cbdb_id,gis_x,gis_y,primary_addr,rel_師承,rel_詩社,rel_文風效法,rel_其他
0,诗经,周,305,,,,,,,,
1,王褒,周,134,,,,,,,,
2,屈原,周,52,,,,,,,,
3,刘向,周,21,,,,,,,,
4,王逸,周,20,,,,,,,,
5,孔子弟子及再传弟子,周,20,,,,,,,,
6,宋玉,周,4,,,,,,,,
7,贾谊,周,2,,,,,,,,
8,淮南小山,周,2,,,,,,,,
9,庄忌,周,2,,,,,,,,
10,景差,周,1,,,,,,,,
11,伯夷,周,1,,,,,,,,
12,荆轲,周,1,,,,,,,,
13,南海五仙人,周,1,,,,,,,,
14,曹植,汉,268,,,,,,,,
15,两汉乐府,汉,106,,,,,,,,
16,曹操,汉,50,30257,112.38263,34.665276,洛陽,,,,
17,东方朔,汉,19,,,,,,,,
18,[汉]古诗十九首,汉,19,,,,,,,,
19,李尤,汉,16,,,,,,,,
20,蔡邕,汉,12,135023,,,,,,,
21,班固,汉,12,135114,,,,,,,
22,秦嘉,汉,12,135096,,,,,,,
23,杨孚,汉,12,,,,,,,,
24,崔骃,汉,10,31252,115.510575,38.230526,安平,,,,
25,孔融,汉,7,,,,,,,,
26,刘彻,汉,7,16626,108.906976,34.246423,長安,,,,
27,蔡琰,汉,5,,,,,,,,
28,薛综,汉,5,,,,,,,,
29,司马相如,汉,4,135327,,,,,,,
30,汉伦,汉,4,,,,,,,,
31,唐菆,汉,4,,,,,,,,
32,仲长统,汉,4,,,,,,,,
33,梁鸿,汉,3,,,,,,,,
34,刘去,汉,3,,,,,,,,
35,傅毅,汉,3,,,,,,,,
36,郦炎,汉,3,,,,,,,,
37,刘邦,汉,2,16622,108.906976,34.246423,長安,,,,
38,赵壹,汉,2,,,,,,,,
39,四皓,汉,2,,,,,,,,
40,韦孟,汉,2,22261,117.187683,34.269634,彭城,,,,
41,刘弗陵,汉,2,16627,108.906976,34.246423,長安,,,,
42,韦玄成,汉,2,,,,,,,,
43,侯瑾,汉,2,,,,,,,,
44,作者未详,汉,1,,,,,,,,
45,班婕妤,汉,1,,,,,,,,
46,王嫱,汉,1,135318,,,,,,,
47,刘细君,汉,1,135005,,,,,,,
48,朱穆,汉,1,,,,,,,,
49,宋子侯,汉,1,,,,,,,,
50,李延年,汉,1,,,,,,,,
51,辛延年,汉,1,,,,,,,,
52,项羽,汉,1,,,,,,,,
53,虞姬,汉,1,,,,,,,,
54,汉老,汉,1,,,,,,,,
55,汉臣,汉,1,,,,,,,,
56,戚夫人,汉,1,134987,,,,,,,
57,刘友,汉,1,,,,,,,,
58,枚乘,汉,1,,,,,,,,
59,刘安,汉,1,,,,,,,,
60,商丘成,汉,1,,,,,,,,
61,华容夫人,汉,1,134999,,,,,,,
62,李陵,汉,1,15904,,,,,,,
63,刘胥,汉,1,,,,,,,,
64,杨恽,汉,1,,,,,,,,
65,息夫躬,汉,1,,,,,,,,
66,马援,汉,1,507499,,,,,,,
67,杜笃,汉,1,,,,,,,,
68,刘苍,汉,1,20382,108.906976,34.246423,長安,,,,
69,刘騊駼,汉,1,,,,,,,,
70,石勋,汉,1,,,,,,,,
71,桓麟,汉,1,,,,,,,,
72,应季先,汉,1,,,,,,,,
73,仇靖,汉,1,,,,,,,,
74,刘辩,汉,1,30266,112.38263,34.665276,洛陽,,,,
75,唐姬,汉,1,,,,,,,,
76,赵岐,汉,1,,,,,,,,
77,郭苍,汉,1,,,,,,,,
78,高彪,汉,1,,,,,,,,
79,陶潜,晋,146,3835,115.985679,29.722364,潯陽,,,,
80,陶渊明,晋,138,,,,,,,,
81,傅玄,晋,130,11155,106.3026,38.043,迴樂,,,,
82,陆机,晋,127,33671,120.618622,31.31271,吳縣,,,,
83,谢灵运,晋,114,,,,,,,,
84,阮籍,晋,101,29615,114.18077087,34.413452148,尉氏,,,,
85,郭璞,晋,62,,,,,,,,
86,曹丕,晋,60,,,,,,,,
87,张华,晋,58,12368,116.301171,39.435631,固安,,,,
88,嵇康,晋,53,,,,,,,,
89,陆云,晋,50,33672,120.618622,31.31271,吳縣,,,,
90,应璩,晋,38,,,,,,,,
91,王粲,晋,35,,,,,,,,
92,卢谌,晋,32,31527,115.968147,39.487221,范陽,,,,
93,潘尼,晋,32,,,,,,,,
94,潘岳,晋,29,,,,,,,,
95,云林右英夫人,晋,29,,,,,,,,
96,刘桢,晋,28,,,,,,,,
97,杨羲,晋,26,,,,,,,,
98,庾阐,晋,24,,,,,,,,
99,曹毗,晋,23,,,,,,,,
100,支遁,晋,22,,,,,,,,
101,傅咸,晋,21,11159,106.3026,38.043,迴樂,,,,
102,曹睿,晋,19,,,,,,,,
103,左思,晋,18,134913,,,,,,,
104,紫微王夫人,晋,18,,,,,,,,
105,湛方生,晋,17,,,,,,,,
106,张协,晋,16,12240,116.301171,39.435631,固安,,,,
107,阮瑀,晋,15,,,,,,,,
108,曹摅,晋,15,,,,,,,,
109,李颙,晋,13,,,,,,,,
110,张翼,晋,13,,,,,,,,
111,张翰,晋,13,,,,,,,,
112,徐干,晋,12,,,,,,,,
113,孙绰,晋,12,69877,,,,,,,
114,石崇,晋,10,134904,,,,,,,
115,司马彪,晋,10,,,,,,,,
116,夏侯湛,晋,10,,,,,,,,
117,王赞,晋,9,,,,,,,,
118,成公绥,晋,9,,,,,,,,
119,棘据,晋,9,,,,,,,,
120,郑丰,晋,9,,,,,,,,
121,王嘉,晋,9,,,,,,,,
122,孙楚,晋,8,397666,,,,,,,
123,繁钦,晋,8,,,,,,,,
124,许翙,晋,8,,,,,,,,
125,应玚,晋,7,,,,,,,,
126,袁宏,晋,7,,,,,,,,
127,束皙,晋,7,,,,,,,,
128,赵整,晋,7,,,,,,,,
129,挚虞,晋,6,,,,,,,,
130,王浚,晋,5,467933,,,,,,,
131,刘琨,晋,5,480098,,,,,,,
132,陈琳,晋,5,,,,,,,,
133,乐府,晋,5,,,,,,,,
134,嵇喜,晋,5,399271,,,,,,,
135,荀勖,晋,5,,,,,,,,
136,何劭,晋,5,,,,,,,,
137,谢混,晋,5,,,,,,,,
138,王齐之,晋,5,,,,,,,,
139,苏彦,晋,4,,,,,,,,
140,郭遐周,晋,4,,,,,,,,
141,董京,晋,4,,,,,,,,
142,嵇含,晋,4,,,,,,,,
143,牵秀,晋,4,,,,,,,,
144,闾丘冲,晋,4,,,,,,,,
145,王羲之,晋,4,25793,120.815277,29.58749,剡縣,,,,
146,王献之,晋,4,135441,120.815277,29.58749,剡縣,,,,
147,王彪之,晋,4,414525,,,,,,,
148,王珣,晋,4,134773,120.815277,29.58749,剡縣,,,,
149,顾恺之,晋,4,433396,,,,,,,
150,羊权,晋,4,,,,,,,,
151,左延年,晋,3,,,,,,,,
152,毌丘俭,晋,3,,,,,,,,
153,阮侃,晋,3,,,,,,,,
154,裴秀,晋,3,31859,111.318657,35.426205,聞喜,,,,
155,杜育,晋,3,,,,,,,,
156,棘腆,晋,3,,,,,,,,
157,棘嵩,晋,3,,,,,,,,
158,李充,晋,3,134868,,,,,,,
159,谢尚,晋,3,,,,,,,,
160,江回,晋,3,,,,,,,,
161,张望,晋,3,,,,,,,,
162,许询,晋,3,18629,118.370405,36.864015,臨淄,,,,
163,谢安,晋,3,467950,,,,,,,
164,谢道韫,晋,3,134836,,,,,,,
165,谢芳姿,晋,3,134772,,,,,,,
166,桓玄,晋,3,,,,,,,,
167,殷仲文,晋,3,,,,,,,,
168,陆冲,晋,3,,,,,,,,
169,袁山松,晋,2,423477,,,,,,,
170,麋元,晋,2,,,,,,,,
171,杜挚,晋,2,,,,,,,,
172,曹髦,晋,2,,,,,,,,
173,郭遐叔,晋,2,,,,,,,,
174,江伟,晋,2,,,,,,,,
175,程咸,晋,2,,,,,,,,
176,刘伶,晋,2,,,,,,,,
177,程晓,晋,2,,,,,,,,
178,应贞,晋,2,,,,,,,,
179,皇甫谧,晋,2,135362,,,,,,,
180,阮修,晋,2,29620,114.18077087,34.413452148,尉氏,,,,
181,郭愔,晋,2,,,,,,,,
182,梅陶,晋,2,,,,,,,,
183,王胡之,晋,2,415309,,,,,,,
184,孙放,晋,2,,,,,,,,
185,谢万,晋,2,424764,,,,,,,
186,孙统,晋,2,,,,,,,,
187,袁峤之,晋,2,,,,,,,,
188,王凝之,晋,2,134837,120.815277,29.58749,剡縣,,,,
189,王肃之,晋,2,,,,,,,,
190,王徽之,晋,2,25794,120.815277,29.58749,剡縣,,,,
191,王彬之,晋,2,,,,,,,,
192,徐丰之,晋,2,,,,,,,,
193,习凿齿,晋,2,418976,,,,,,,
194,苻朗,晋,2,,,,,,,,
195,羊徽,晋,2,,,,,,,,
196,王升之,晋,2,,,,,,,,
197,卞裕,晋,2,,,,,,,,
198,王康琚,晋,2,,,,,,,,
199,康僧渊,晋,2,,,,,,,,
200,竺昙林,晋,2,,,,,,,,
201,刘臻妻,晋,2,,,,,,,,
202,慧远,晋,1,,,,,,,,
203,甄皇后,晋,1,,,,,,,,
204,邯郸淳,晋,1,,,,,,,,
205,焦先,晋,1,,,,,,,,
206,吴质,晋,1,,,,,,,,
207,曹彪,晋,1,,,,,,,,
208,何晏,晋,1,,,,,,,,
209,韦诞,晋,1,,,,,,,,
210,仙道,晋,1,,,,,,,,
211,费祎,晋,1,,,,,,,,
212,张纯,晋,1,,,,,,,,
213,诸葛恪,晋,1,,,,,,,,
214,华核,晋,1,,,,,,,,
215,周昭,晋,1,,,,,,,,
216,孙皓,晋,1,,,,,,,,
217,司马懿,晋,1,339531,,,,,,,
218,何桢,晋,1,,,,,,,,
219,钟琰,晋,1,134964,,,,,,,
220,应亨,晋,1,,,,,,,,
221,阮种,晋,1,,,,,,,,
222,辛旷,晋,1,,,,,,,,
223,贾充,晋,1,,,,,,,,
224,王铨,晋,1,,,,,,,,
225,郭泰机,晋,1,,,,,,,,
226,周处,晋,1,,,,,,,,
227,邹湛,晋,1,,,,,,,,
228,阎赞,晋,1,,,,,,,,
229,夏侯冲,晋,1,,,,,,,,
230,绿珠,晋,1,,,,,,,,
231,翾风,晋,1,,,,,,,,
232,夏靖,晋,1,396256,,,,,,,
233,顾秘,晋,1,,,,,,,,
234,崔寔,晋,1,,,,,,,,
235,孙拯,晋,1,,,,,,,,
236,嵇绍,晋,1,399275,,,,,,,
237,左芬,晋,1,134910,,,,,,,
238,孙机,晋,1,,,,,,,,
239,苏伯玉妻,晋,1,,,,,,,,
240,干宝,晋,1,,,,,,,,
241,荀组,晋,1,420503,,,,,,,
242,王廙,晋,1,25806,120.815277,29.58749,剡縣,,,,
243,熊甫,晋,1,,,,,,,,
244,甄述,晋,1,,,,,,,,
245,朱德才,晋,1,,,,,,,,
246,温峤,晋,1,,,,,,,,
247,袁乔,晋,1,,,,,,,,
248,郗超,晋,1,69870,,,,,,,
249,孙嗣,晋,1,,,,,,,,
250,郗昙,晋,1,,,,,,,,
251,庾友,晋,1,,,,,,,,
252,庾蕴,晋,1,,,,,,,,
253,曹茂之,晋,1,,,,,,,,
254,华茂,晋,1,,,,,,,,
255,桓伟,晋,1,497181,,,,,,,
256,王玄之,晋,1,,,,,,,,
257,王涣之,晋,1,,,,,,,,
258,王蕴之,晋,1,,,,,,,,
259,王丰之,晋,1,,,,,,,,
260,魏滂,晋,1,,,,,,,,
261,虞说,晋,1,,,,,,,,
262,谢绎,晋,1,,,,,,,,
263,曹华,晋,1,,,,,,,,
264,司马曜,晋,1,30911,119.44429,32.20649,丹徒,,,,
265,殷头,晋,1,,,,,,,,
266,吴隐之,晋,1,,,,,,,,
267,刘程之,晋,1,,,,,,,,
268,王乔之,晋,1,,,,,,,,
269,陶琬之,晋,1,,,,,,,,
270,袁光,晋,1,,,,,,,,
271,刘恢,晋,1,,,,,,,,
272,何瑾,晋,1,,,,,,,,
273,陆彦声,晋,1,,,,,,,,
274,张奴,晋,1,,,,,,,,
275,刘道民,晋,1,,,,,,,,
276,包播,晋,1,,,,,,,,
277,马岌,晋,1,,,,,,,,
278,伏系之,晋,1,,,,,,,,
279,仲长敖,晋,1,,,,,,,,
280,殷融,晋,1,410950,,,,,,,
281,徐广,晋,1,,,,,,,,
282,王氏（刘和妻,晋,1,,,,,,,,
283,辛萧,晋,1,,,,,,,,
284,佛图澄,晋,1,,,,,,,,
285,鸠罗摩什,晋,1,,,,,,,,
286,释道安,晋,1,,,,,,,,
287,庐山诸沙弥,晋,1,,,,,,,,
288,史宗,晋,1,,,,,,,,
289,帛道猷,晋,1,,,,,,,,
290,竺僧度,晋,1,,,,,,,,
291,杨苕华,晋,1,134889,,,,,,,
292,释道宝,晋,1,,,,,,,,
293,竺法崇,晋,1,,,,,,,,
294,丁令威,晋,1,,,,,,,,
295,紫玉,晋,1,,,,,,,,
296,庐山夫人女婉,晋,1,,,,,,,,
297,陈阿登,晋,1,,,,,,,,
298,王敬伯,晋,1,,,,,,,,
299,刘妙容,晋,1,,,,,,,,
300,黄野人,晋,1,,,,,,,,
301,桓温,晋,1,467951,,,,,,,
302,庾肃之,晋,1,,,,,,,,
303,郭清,晋,1,,,,,,,,
304,孙康,晋,1,,,,,,,,
305,李皓,晋,1,,,,,,,,
306,庾信,南北朝,350,399739,,,,,,,
307,沈约,南北朝,304,134679,,,,,,,
308,萧纲,南北朝,300,33251,119.44429,32.20649,丹徒,,,,
309,鲍照,南北朝,221,439039,,,,,,,
310,谢朓,南北朝,189,,,,,,,,
311,吴均,南北朝,162,439100,119.437187,32.39127,揚州,,,,
312,江淹,南北朝,144,,,,,,,,
313,萧绎,南北朝,129,33252,119.44429,32.20649,丹徒,,,,
314,何逊,南北朝,120,,,,,,,,
315,陈叔宝,南北朝,113,21303,108.906976,34.246423,長安,,,,
316,江总,南北朝,111,,,,,,,,
317,王融,南北朝,103,,,,,,,,
318,萧衍,南北朝,102,12254,119.44429,32.20649,丹徒,,,,
319,庾肩吾,南北朝,101,,,,,,,,
320,张正见,南北朝,97,,,,,,,,
321,刘孝绰,南北朝,66,,,,,,,,
322,刘孝威,南北朝,62,,,,,,,,
323,王筠,南北朝,58,,,,,,,,
324,颜延之,南北朝,46,,,,,,,,
325,徐陵,南北朝,43,,,,,,,,
326,谢惠连,南北朝,42,,,,,,,,
327,范云,南北朝,41,,,,,,,,
328,王僧孺,南北朝,39,,,,,,,,
329,张率,南北朝,36,,,,,,,,
330,阴铿,南北朝,34,35198,102.6438,37.9272,姑臧,,,,
331,萧统,南北朝,34,12255,108.906976,34.246423,長安,,,,
332,谢庄,南北朝,30,468185,,,,,,,
333,刘骏,南北朝,29,339538,,,,,,,
334,王韶之,南北朝,27,415600,,,,,,,
335,柳恽,南北朝,25,488689,,,,,,,
336,任昉,南北朝,24,30841,118.206443,37.107732,博昌,,,,
337,江洪,南北朝,21,,,,,,,,
338,沈炯,南北朝,21,,,,,,,,
339,萧子显,南北朝,20,,,,,,,,
340,王台卿,南北朝,19,,,,,,,,
341,费昶,南北朝,19,,,,,,,,
342,何承天,南北朝,18,497216,,,,,,,
343,朱超,南北朝,17,,,,,,,,
344,萧悫,南北朝,17,,,,,,,,
345,殷淡,南北朝,17,,,,,,,,
346,陆厥,南北朝,17,33732,120.618622,31.31271,吳縣,,,,
347,谢超宗,南北朝,17,468196,,,,,,,
348,魏收,南北朝,17,,,,,,,,
349,虞羲,南北朝,15,,,,,,,,
350,汤惠休,南北朝,13,,,,,,,,
351,王俭,南北朝,13,468194,,,,,,,
352,刘义恭,南北朝,13,465961,,,,,,,
353,周弘正,南北朝,13,,,,,,,,
354,刘删,南北朝,12,,,,,,,,
355,萧子云,南北朝,12,,,,,,,,
356,沈满愿,南北朝,12,134678,,,,,,,
357,温子升,南北朝,12,,,,,,,,
358,鲍令晖,南北朝,11,120216,,,,,,,
359,丘迟,南北朝,11,439086,120.099312,30.864964,烏程,,,,
360,刘缓,南北朝,11,,,,,,,,
361,刘孝仪,南北朝,11,,,,,,,,
362,顾野王,南北朝,11,,,,,,,,
363,邢邵,南北朝,10,,,,,,,,
364,吴迈远,南北朝,10,,,,,,,,
365,谢瞻,南北朝,10,,,,,,,,
366,刘铄,南北朝,10,,,,,,,,
367,陆倕,南北朝,10,432070,,,,,,,
368,萧子范,南北朝,10,,,,,,,,
369,萧察,南北朝,10,,,,,,,,
370,沈君攸,南北朝,10,,,,,,,,
371,释惠标,南北朝,10,,,,,,,,
372,袁淑,南北朝,9,468201,,,,,,,
373,刘遵,南北朝,9,504926,,,,,,,
374,鲍泉,南北朝,9,,,,,,,,
375,戴皓,南北朝,9,,,,,,,,
376,刘令娴,南北朝,9,,,,,,,,
377,王训,南北朝,8,95124,118.34095,35.07156,臨沂,,,,
378,徐勉,南北朝,8,136159,,,,,,,
379,萧纶,南北朝,8,193961,108.906976,34.246423,長安,,,,
380,伏知道,南北朝,8,,,,,,,,
381,释宝月,南北朝,7,,,,,,,,
382,颜之推,南北朝,7,170237,108.937189,34.317987,萬年,,,,
383,周舍,南北朝,7,,,,,,,,
384,王金珠,南北朝,7,134686,,,,,,,
385,周子良,南北朝,7,,,,,,,,
386,释亡名,南北朝,7,,,,,,,,
387,王枢,南北朝,6,,,,,,,,
388,陶弘景,南北朝,6,439191,,,,,,,
389,范泰,南北朝,6,478103,,,,,,,
390,萧子良,南北朝,6,465955,,,,,,,
391,宗夬,南北朝,6,497239,,,,,,,
392,萧纪,南北朝,6,193962,108.906976,34.246423,長安,,,,
393,刘孝先,南北朝,6,,,,,,,,
394,陆琼,南北朝,6,33743,120.618622,31.31271,吳縣,,,,
395,祖孙登,南北朝,6,,,,,,,,
396,阮卓,南北朝,6,,,,,,,,
397,孔稚圭,南北朝,5,397017,,,,,,,
398,张融,南北朝,5,,,,,,,,
399,谢燮,南北朝,5,,,,,,,,
400,王叔之,南北朝,5,,,,,,,,
401,王僧达,南北朝,5,413888,,,,,,,
402,虞骞,南北朝,5,,,,,,,,
403,纪少瑜,南北朝,5,,,,,,,,
404,徐摛,南北朝,5,504927,,,,,,,
405,刘孝胜,南北朝,5,,,,,,,,
406,徐君茜,南北朝,5,,,,,,,,
407,常景,南北朝,5,462774,,,,,,,
408,阳休之,南北朝,5,,,,,,,,
409,萧总,南北朝,5,,,,,,,,
410,萧诠,南北朝,5,,,,,,,,
411,苏子卿,南北朝,5,,,,,,,,
412,车?,南北朝,4,,,,,,,,
413,刘邈,南北朝,4,,,,,,,,
414,伍辑之,南北朝,4,,,,,,,,
415,孔欣,南北朝,4,396994,,,,,,,
416,傅亮,南北朝,4,11165,120.57826233,30.004514694,山陰,,,,
417,颜峻,南北朝,4,,,,,,,,
418,虞炎,南北朝,4,,,,,,,,
419,高爽,南北朝,4,,,,,,,,
420,周兴嗣,南北朝,4,,,,,,,,
421,徐悱,南北朝,4,134693,,,,,,,
422,陆罩,南北朝,4,,,,,,,,
423,萧琛,南北朝,4,497249,,,,,,,
424,到溉,南北朝,4,,,,,,,,
425,萧子晖,南北朝,4,,,,,,,,
426,姚翻,南北朝,4,,,,,,,,
427,释宝志,南北朝,4,,,,,,,,
428,高允,南北朝,4,,,,,,,,
429,郑道昭,南北朝,4,,,,,,,,
430,刘逖,南北朝,4,,,,,,,,
431,宗懔,南北朝,4,,,,,,,,
432,陈暄,南北朝,4,,,,,,,,
433,岑之敬,南北朝,4,,,,,,,,
434,何胥,南北朝,4,,,,,,,,
435,何处士,南北朝,4,,,,,,,,
436,刘义隆,南北朝,3,120214,,,,,,,
437,宗炳,南北朝,3,,,,,,,,
438,谢晦,南北朝,3,497210,,,,,,,
439,袁彖,南北朝,3,423501,,,,,,,
440,朱硕仙,南北朝,3,,,,,,,,
441,褚渊,南北朝,3,30926,120.168625,30.294125,錢塘,,,,
442,裴子野,南北朝,3,,,,,,,,
443,朱异,南北朝,3,,,,,,,,
444,张缵,南北朝,3,,,,,,,,
445,徐防,南北朝,3,,,,,,,,
446,邓铿,南北朝,3,,,,,,,,
447,刘氏（王淑英妻,南北朝,3,,,,,,,,
448,鹿悆,南北朝,3,,,,,,,,
449,高昂,南北朝,3,,,,,,,,
450,裴让之,南北朝,3,150672,111.318657,35.426205,聞喜,,,,
451,祖珽,南北朝,3,,,,,,,,
452,宇文毓,南北朝,3,31772,108.906976,34.246423,長安,,,,
453,周弘让,南北朝,3,,,,,,,,
454,傅縡,南北朝,3,,,,,,,,
455,陆瑜,南北朝,3,33742,120.618622,31.31271,吳縣,,,,
456,贺彻,南北朝,3,,,,,,,,
457,阳缙,南北朝,3,,,,,,,,
458,王瑳,南北朝,3,,,,,,,,
459,释洪偃,南北朝,3,,,,,,,,
460,牛弘等奉诏作,隋,69,,,,,,,,
461,杨广,隋,49,,,,,,,,
462,卢思道,隋,28,31534,115.968147,39.487221,范陽,,,,
463,王胄,隋,24,,,,,,,,
464,薛道衡,隋,24,18767,110.483235,35.312033,寶鼎,,,,
465,杨素,隋,23,22490,108.906976,34.246423,長安,,,,
466,虞世基,隋,16,22792,121.152763,30.049067,餘姚,,,,
467,辛德源,隋,11,,,,,,,,
468,孙万寿,隋,9,,,,,,,,
469,侯夫人,隋,9,,,,,,,,
470,丁六娘,隋,8,,,,,,,,
471,葛玄,隋,6,,,,,,,,
472,李德林,隋,6,,,,,,,,
473,诸葛颖,隋,6,,,,,,,,
474,魏澹,隋,5,,,,,,,,
475,柳䛒,隋,5,,,,,,,,
476,李巨仁,隋,5,,,,,,,,
477,王申礼,隋,4,,,,,,,,
478,何妥,隋,4,,,,,,,,
479,岑德润,隋,4,,,,,,,,
480,许善心,隋,4,18635,119.723953,29.970999,新城,,,,
481,马明生,隋,4,,,,,,,,
482,王翙,隋,3,,,,,,,,
483,崔仲方,隋,3,146086,112.38263,34.665276,洛陽,,,,
484,弘执恭,隋,3,,,,,,,,
485,释灵裕,隋,3,,,,,,,,
486,太真夫人,隋,3,,,,,,,,
487,扈谦,隋,3,,,,,,,,
488,李白,唐,2000,32540,108.07798767,35.039657593,邠州,,,,
489,元稹,唐,2000,32248,108.70994568,34.339054108,咸陽,,,,
490,杜甫,唐,2000,3915,108.906976,34.246423,長安,,,,31561(贈詩)
491,白居易,唐,2000,32227,109.50959,34.729103,下邽,,,,33606(詩文序)
492,齐己,唐,1692,,,,,,,,
493,刘禹锡,唐,1671,33606,112.38263,34.665276,洛陽,,,,
494,王建,唐,1643,92047,116.2317,32.69347,潁上,,,,
495,杜牧,唐,1581,21194,108.937189,34.317987,萬年,,,,
496,姚合,唐,1562,94160,108.937189,34.317987,萬年,,,,
497,孟郊,唐,1546,93952,112.38263,34.665276,河南府,,,,
498,贯休,唐,1538,94183,119.478851,29.204453,蘭溪,,,,
499,皎然,唐,1428,94595,114.856377,34.063873,太康,,,,
500,皮日休,唐,1417,,,,,,,,
501,陆龟蒙,唐,1271,33753,120.618622,31.31271,吳縣,,,,
502,李商隐,唐,1204,24412,112.936989,35.089302,河內,,,,
503,方干,唐,1154,17029,119.66493988,29.802457809,桐廬,,,,
504,韦应物,唐,1151,32822,108.937189,34.317987,萬年,,,,
505,罗隐,唐,1129,,,,,,,,
506,许浑,唐,1080,92743,119.569855,31.995802,丹陽,,,,
507,刘长卿,唐,1027,33566,116.085533,38.435699,河間,,,,
508,薛能,唐,1000,95071,111.77903,37.263405,汾州,,,,
509,徐铉,唐,970,,,,,,,,
510,温庭筠,唐,967,169067,,,,,,,
511,钱起,唐,951,94271,,,,,,,
512,韩愈,唐,944,3332,108.937189,34.317987,萬年,,,,
513,张籍,唐,943,13575,118.361122,31.714224,歷陽,,,,36130(詩稱道)
514,李中,唐,925,,,,,,,,
515,徐夤,唐,903,447201,,,,,,,
516,劉禹錫,唐,865,33606,112.38263,34.665276,洛陽,,,,
517,不詳,唐,851,,,,,,,,
518,韦庄,唐,831,92161,111.627403,21.750427,杜陵,,,,
519,齊己,唐,822,,,,,,,,
520,寒山,唐,815,94822,,,,,,,
521,张祜,唐,814,93476,115.586137,37.083669,清河,,,,
522,王维,唐,800,32174,108.906976,34.246423,長安,,,,
523,贾岛,唐,781,94227,116.34811,39.95344,幽都,,,,
524,权德舆,唐,781,13624,112.38263,34.665276,河南府,,,,
525,岑参,唐,780,32583,112.19077301,30.350444794,江陵府,,,,
526,李端,唐,778,93103,114.772179,37.752926,趙州,,,,
527,韩偓,唐,777,94717,108.937189,34.317987,萬年,,,,
528,孟浩然,唐,755,93956,112.158699,32.026524,襄陽,,,,32174(贈詩)
529,貫休,唐,736,94183,119.478851,29.204453,蘭溪,,,,
530,易静,唐,720,93744,,,,,,,
531,易靜,唐,720,93744,,,,,,,
532,张说,唐,709,31407,112.38263,34.665276,洛陽,,,,
533,王梵志,唐,709,92072,114.544319,35.668385,黎陽,,,,
534,皇甫冉,唐,708,94109,107.18605804,35.256145477,涇州,,,,
535,司空图,唐,690,92445,110.617546,34.859409,虞鄉,,,,
536,卢纶,唐,673,92328,110.551643,35.097809,蒲州,,,,
537,無名氏,唐,673,,,,,,,,
538,杜荀鹤,唐,668,34916,108.906976,34.246423,長安,,,,
539,吴融,唐,656,93246,120.57826233,30.004514694,山陰,,,,
540,郑谷,唐,630,93832,114.398954,27.791904,宜春,,,,
541,陸龜蒙,唐,627,33753,120.618622,31.31271,吳縣,,,,
542,柳宗元,唐,625,3605,108.937189,34.317987,萬年,,,,
543,王翰,唐,625,22232,112.38263,34.665276,洛陽,,,,
544,李贺,唐,616,33485,111.886449,34.490072,福昌,,,,
545,李商隱,唐,613,24412,112.936989,35.089302,河內,,,,
546,李咸用,唐,603,92988,104.635605,35.007137,隴西,,,,
547,吕岩,唐,591,,,,,,,,
548,施肩吾,唐,585,94134,119.952301,31.782784,常州,,,,
549,韋應物,唐,579,32822,108.937189,34.317987,萬年,,,,
550,戴叔伦,唐,557,146237,119.57061768,31.74697876,金壇,,,,
551,高适,唐,545,30851,116.258102,37.688007,蓨縣,,,,
552,武元衡,唐,542,24654,112.778679,34.616016,緱氏,,,,
553,張祜,唐,541,93476,115.586137,37.083669,清河,,,,
554,錢起,唐,541,94271,,,,,,,
555,李羣玉,唐,536,93093,111.756988,29.640152,澧州,,,,
556,李洞,唐,534,93005,108.907,34.24642,京兆府,,,,
557,沈佺期,唐,533,32198,114.745884,35.921836,內黃,,,,
558,劉長卿,唐,526,33566,116.085533,38.435699,河間,,,,
559,許渾,唐,525,92743,119.569855,31.995802,丹陽,,,,
560,耿湋,唐,522,94204,110.551643,35.097809,蒲州,,,,
561,赵嘏,唐,516,,,,,,,,
562,羅隱,唐,513,,,,,,,,
563,李益,唐,500,33487,112.38263,34.665276,河南,,,,
564,顾况,唐,496,118220,,,,,,,
565,司空曙,唐,485,92446,114.7231,36.70103,廣平,,,,
566,張籍,唐,482,13575,118.361122,31.714224,歷陽,,,,36130(詩稱道)
567,储光羲,唐,477,94771,116.82369995,35.556697845,兗州,,,,
568,[唐]御定全唐诗,唐,468,,,,,,,,
569,张乔,唐,461,93402,117.481834,30.654661,池州,,,,
570,宋之问,唐,448,31560,110.865379,34.527512,弘農,,,,
571,曹唐,唐,444,94478,110.286262,25.28006,桂州,,,,
572,张九龄,唐,441,3130,108.906976,34.246423,長安,,,,32174(贈詩); 32174(贈詩); 32174(詩文序)
573,鲍溶,唐,438,94860,119.141106,33.502789,楚州,,,,
574,韓愈,唐,438,3332,108.937189,34.317987,萬年,,,,
575,李德裕,唐,431,15161,108.937189,34.317987,萬年,,,,
576,溫庭筠,唐,427,447567,,,,,,,
577,曹松,唐,426,94475,116.5672,30.630346,舒州,,,,
578,黄滔,唐,422,11102,119.188638,26.098447,侯官,,,,
579,賈島,唐,418,94227,116.34811,39.95344,幽都,,,,
580,杜光庭,唐,413,448971,,,,,,,
581,司空圖,唐,413,92445,110.617546,34.859409,虞鄉,,,,
582,岑參,唐,410,32583,112.19077301,30.350444794,江陵府,,,,
583,胡曾,唐,408,94044,112.978134,28.198198,長沙,,,,
